Subj_idx,Stimulus,Response,Confidence,RT_decision,RT_confidence,Task
171,2,2,4,1.385,8.644,EF
171,1,2,9,0.948,6.571,EF
171,2,2,8,1.648,6.434,EF
171,1,1,10,0.935,2.691,EF
171,1,1,4,1.807,7.309,EF
171,1,1,8,1.233,5.81,EF
171,1,1,8,1.455,5.475,EF
171,1,1,10,0.643,2.045,EF
171,1,2,8,0.939,5.803,EF
171,1,1,3,1.624,8.06,EF
171,2,2,7,2.592,5.709,EF
171,1,1,6,1.864,6.918,EF
171,1,1,10,0.566,2.39,EF
171,1,1,10,0.485,9.098,EF
171,2,2,8,1.2,5.276,EF
171,1,1,9,1.146,3.836,EF
171,2,1,8,1.804,1.33,VP
171,2,2,6,2.725,1.481,VP
171,1,1,9,1.126,1.782,VP
171,2,2,8,2.246,1.656,VP
171,1,1,9,1.604,1.097,VP
171,1,1,9,1.154,0.978,VP
171,1,2,8,1.137,1.385,VP
171,2,1,8,1.171,2.779,VP
171,2,2,7,1.168,1.4,VP
171,2,2,9,1.506,0.911,VP
171,1,1,7,1.229,3.306,VP
171,1,2,8,1.463,1.124,VP
171,1,1,9,1.456,0.943,VP
171,2,2,8,1.274,1.053,VP
171,2,1,8,2.089,1.152,VP
171,2,2,10,1.981,1.097,VP
171,1,1,10,1.48,1.734,VP
171,2,1,9,0.923,1.253,VP
171,2,2,9,0.991,0.957,VP
171,1,2,9,0.709,0.698,VP
171,2,2,9,0.663,0.857,VP
171,1,1,8,1.213,1.355,VP
171,1,1,7,1.481,1.277,VP
171,1,2,7,1.743,1.458,VP
171,2,2,5,1.025,7.402,VP
171,2,1,5,2.119,0.942,VP
171,2,2,6,1.587,0.853,VP
171,2,2,7,1.441,1.469,VP
171,2,2,8,0.97,0.719,VP
171,2,1,8,1.12,0.751,VP
171,2,1,8,0.787,1.071,VP
171,2,2,7,1.665,1.452,VP
171,1,1,8,1.3,3.105,VP
171,1,1,9,1.617,0.811,VP
171,1,1,5,1.175,2.124,VP
171,2,2,8,0.858,0.878,VP
171,1,1,8,1.249,0.985,VP
171,2,2,8,0.863,0.883,VP
171,1,1,0,1.595,4.67,VP
171,1,1,8,1.171,0.771,VP
171,1,1,10,2.221,5.064,SM
171,1,1,5,1.122,7.636,SM
171,2,2,10,0.906,5.028,SM
171,1,1,9,1.7,3.622,SM
171,1,2,0,2.8,8.592,SM
171,1,1,5,0.891,10.879,SM
171,2,2,8,1.521,5.527,SM
171,2,1,4,1.324,12.588,SM
171,2,1,2,1.804,30.03,SM
171,2,1,2,2.016,9.492,SM
171,2,1,0,3.518,7.582,SM
171,1,1,5,1.073,20.177,SM
171,2,1,2,1.003,14.654,SM
171,1,1,0,2.21,7.578,SM
171,2,2,8,0.827,13.921,SM
171,2,1,8,1.065,3.385,SM
171,2,2,10,0.895,3.758,SM
171,1,2,5,1.315,12.387,SM
171,1,1,5,1.129,4.493,SM
171,1,1,8,0.939,9.379,SM
171,2,2,4,2.396,7.805,SM
171,2,1,4,2.054,10.923,SM
171,1,1,8,1.662,8.723,SM
171,2,1,7,1.196,4.947,SM
171,1,1,0,1.343,6.083,SM
171,2,1,1,1.307,19.513,SM
171,1,1,7,0.883,3.662,SM
171,2,1,5,1.087,7.775,SM
171,1,1,5,0.806,7.923,SM
171,2,1,10,0.925,8.389,SM
171,1,1,5,0.726,4.616,SM
171,2,2,8,0.71,7.048,SM
171,1,1,2,1.208,4.184,SM
171,1,1,8,1.42,3.888,SM
171,2,2,10,1.44,4.426,SM
171,1,1,6,0.752,8.558,SM
171,1,2,6,1.738,4.753,SM
171,1,1,7,1.486,3.956,SM
171,1,1,10,1.402,3.37,SM
171,1,2,10,0.82,8.738,SM
171,1,2,10,1.025,3.427,EM
171,2,2,10,0.579,1.912,EM
171,1,2,5,1.054,4.682,EM
171,2,1,5,0.962,7.836,EM
171,1,1,5,0.871,7.49,EM
171,1,1,6,0.855,3.691,EM
171,1,1,10,1.215,2.324,EM
171,1,2,9,0.98,4.23,EM
171,1,1,10,0.633,3.836,EM
171,2,2,10,1.487,2.591,EM
171,2,1,5,0.896,4.843,EM
171,1,1,7,1.243,2.579,EM
171,1,1,10,0.46,1.897,EM
171,2,2,10,0.454,2.057,EM
171,1,1,10,0.486,2.123,EM
171,1,1,10,0.621,2.106,EM
171,1,1,6,1.12,7.084,EM
171,2,2,6,1.425,4.611,EM
171,2,2,9,0.531,8.312,EM
171,1,1,6,2.339,2.813,EM
171,2,2,10,0.602,2.261,EM
171,1,1,9,1.369,4.193,EM
171,1,2,5,0.662,4.073,EM
171,2,2,10,1.029,2.723,EM
171,1,1,10,0.481,2.027,EM
171,2,2,8,0.85,2.869,EM
171,2,2,10,0.857,2.135,EM
171,1,1,10,0.385,2.719,EM
171,2,1,8,0.924,3.921,EM
171,1,1,6,1.246,3.807,EM
171,1,1,7,2.017,2.243,EM
171,2,2,7,0.861,4.231,EM
171,1,1,8,0.871,2.442,EM
171,2,2,6,3.29,8.628,EM
171,2,2,10,0.409,2.71,EM
171,2,2,10,0.363,3.32,EM
171,1,1,7,1.01,3.611,EM
171,2,2,10,1.098,2.353,EM
171,2,1,6,3.079,5.141,EM
171,2,2,10,0.302,3.675,EM
172,2,1,7,6.188,5.314,VP
172,2,2,5,4.637,3.548,VP
172,1,1,0,1.574,13.323,VP
172,1,1,6,4.456,4.742,VP
172,1,2,6,2.114,4.586,VP
172,2,2,0,2.263,8.608,VP
172,1,2,5,2.377,5.127,VP
172,2,2,8,1.19,2.607,VP
172,2,1,2,2.375,5.942,VP
172,2,1,8,2.069,3.823,VP
172,2,2,7,0.783,4.167,VP
172,1,1,4,3.527,5.041,VP
172,1,2,6,3.237,2.34,VP
172,2,1,0,0.367,6.217,VP
172,1,2,1,0.469,4.389,VP
172,1,1,10,4.86,2.663,VP
172,1,1,10,1.255,6.209,VP
172,2,1,10,3.221,1.589,VP
172,1,1,6,2.167,3.525,VP
172,1,2,0,1.482,5.228,VP
172,1,2,5,1.986,3.686,VP
172,2,2,5,1.329,5.402,VP
172,1,1,8,1.271,1.708,VP
172,1,1,5,0.464,1.718,VP
172,1,1,2,0.859,2.378,VP
172,1,2,7,1.738,1.71,VP
172,1,2,5,1.023,3,VP
172,1,1,9,3.076,1.872,VP
172,2,2,9,1.247,1.516,VP
172,2,1,5,0.744,3.392,VP
172,2,1,4,3.346,2.002,VP
172,2,2,0,1.611,3.496,VP
172,1,2,6,1.426,2.22,VP
172,1,1,7,2.718,2.048,VP
172,1,1,3,0.57,5.894,VP
172,2,1,4,2.594,3.953,VP
172,1,1,10,1.355,1.429,VP
172,2,2,9,0.318,1.765,VP
172,2,2,10,2.202,1.261,VP
172,1,2,7,1.036,3.197,VP
172,2,2,10,1.723,6.779,SM
172,2,2,5,1.963,6.262,SM
172,1,1,5,3.577,12.827,SM
172,2,1,0,0.873,11.593,SM
172,1,2,5,1.062,30.341,SM
172,2,2,10,2.162,5.403,SM
172,2,2,6,2.782,9.899,SM
172,2,2,10,1.956,4.238,SM
172,1,1,5,1.142,11.158,SM
172,2,2,6,1.162,5.528,SM
172,2,2,0,1.043,11.754,SM
172,1,1,0,0.9,6.472,SM
172,1,2,5,1.435,5.696,SM
172,2,2,0,1.607,11.009,SM
172,1,1,9,1.825,16.502,SM
172,2,1,10,1.565,7.415,SM
172,2,2,7,0.512,8.334,SM
172,1,2,5,1.417,18.011,SM
172,2,2,7,1.615,6.384,SM
172,1,2,0,0.624,9.518,SM
172,1,2,0,0.516,6.022,SM
172,1,1,10,1.736,6.127,SM
172,2,2,10,0.902,4.274,SM
172,1,1,7,2.038,9.456,SM
172,2,1,10,1.054,7.332,SM
172,2,2,1,1.362,8.819,SM
172,1,1,5,2.02,15.371,SM
172,1,2,0,1.805,7.314,SM
172,2,2,10,0.915,8.02,SM
172,1,2,5,0.754,9.086,SM
172,2,2,9,0.938,4.195,SM
172,1,1,8,1.401,9.476,SM
172,1,1,0,1.423,6.016,SM
172,1,1,6,1.347,5.237,SM
172,1,2,0,0.832,4.701,SM
172,1,1,8,0.743,16.558,SM
172,1,1,4,1.441,8.169,SM
172,1,2,6,0.908,4.663,SM
172,2,2,6,0.615,6.775,SM
172,2,2,8,2.813,7.198,SM
172,2,1,0,1.062,10.807,EM
172,2,1,4,2.011,5.979,EM
172,2,2,2,0.863,7.033,EM
172,2,2,0,2.431,4.716,EM
172,1,1,5,1.455,7.117,EM
172,2,1,2,0.541,3.764,EM
172,1,1,0,0.903,3.142,EM
172,1,1,5,0.956,2.53,EM
172,2,2,10,1.978,3.045,EM
172,1,2,4,0.846,3.866,EM
172,1,2,6,1.819,2.779,EM
172,1,1,10,2.507,3.345,EM
172,1,1,6,0.531,2.821,EM
172,1,1,7,1.329,3.885,EM
172,1,1,6,0.477,2.731,EM
172,1,2,0,0.248,4.793,EM
172,1,1,6,1.17,2.286,EM
172,2,1,4,0.653,2.914,EM
172,2,1,0,0.186,3.41,EM
172,1,1,6,0.59,2.482,EM
172,2,2,0,0.434,6.086,EM
172,1,1,7,0.665,3.76,EM
172,2,2,6,0.49,3.662,EM
172,1,1,0,0.206,3.398,EM
172,2,1,0,0.237,3.381,EM
172,2,2,0,0.626,2.403,EM
172,2,2,4,1.276,5.513,EM
172,2,1,6,0.759,4.424,EM
172,2,2,0,1.548,5.496,EM
172,1,1,6,0.226,2.669,EM
172,2,1,0,1.436,3.096,EM
172,1,2,0,1.168,2.818,EM
172,2,2,4,0.53,4.353,EM
172,1,2,0,0.417,4.668,EM
172,1,1,3,0.572,5.664,EM
172,2,1,7,0.871,3.541,EM
172,2,2,0,0.674,3.236,EM
172,2,2,0,0.612,3.238,EM
172,2,2,4,0.557,2.331,EM
172,1,2,2,1.373,3.814,EM
172,1,1,10,1.694,9.265,EF
172,1,1,10,1.256,2.459,EF
172,2,2,10,1.071,9.066,EF
172,1,1,10,1.283,3.203,EF
172,2,2,1,1.164,14.047,EF
172,1,1,9,1.921,11.285,EF
172,2,1,10,2.193,7.552,EF
172,2,2,10,1.058,5.42,EF
172,2,2,10,3.762,4.186,EF
172,2,2,10,0.881,11.835,EF
172,1,1,8,0.466,8.354,EF
172,1,1,10,2.861,3.431,EF
172,2,2,10,2.508,2.796,EF
172,1,1,10,0.674,10.804,EF
172,2,2,10,1.486,4.882,EF
172,1,1,10,0.856,16.676,EF
172,1,1,10,1.212,5.263,EF
172,1,1,10,3.557,4.656,EF
172,1,1,10,0.522,5.061,EF
172,1,2,0,0.239,6.567,EF
172,2,1,10,1.303,3.141,EF
172,1,1,10,1.115,4.529,EF
172,1,1,0,0.163,5.837,EF
172,1,1,10,0.399,4.317,EF
172,1,1,10,0.578,6.336,EF
172,1,1,10,1.984,2.917,EF
172,1,1,10,1.858,5.752,EF
172,1,1,10,2.236,2.614,EF
172,2,2,0,1.464,6.192,EF
172,1,2,0,0.447,6.9,EF
172,2,2,10,0.6,8.475,EF
172,1,2,0,0.901,7.022,EF
172,2,2,0,0.504,10.426,EF
172,1,1,10,0.391,5.208,EF
172,2,2,10,1.534,3.582,EF
172,2,2,0,0.467,3.354,EF
172,2,2,10,0.717,2.681,EF
172,1,2,0,0.69,8.686,EF
172,1,1,0,0.214,3.69,EF
172,1,1,10,1.119,1.75,EF
173,2,2,10,4.027,3.837,EF
173,1,1,4,4.164,6.238,EF
173,1,1,5,2.318,4.115,EF
173,2,2,10,1.891,3.603,EF
173,1,1,1,2.735,7.033,EF
173,2,2,7,3.763,4.112,EF
173,2,2,10,2.289,3.578,EF
173,1,1,4,2.561,6.752,EF
173,1,2,4,3.38,9.805,EF
173,1,1,10,1.712,2.485,EF
173,2,2,10,1.165,2.781,EF
173,2,1,4,2.609,4.853,EF
173,2,2,2,1.681,4.269,EF
173,1,1,10,1.376,8.685,EF
173,1,1,10,1.102,2.783,EF
173,1,1,10,1.445,9.889,EF
173,1,1,10,0.507,2.637,EF
173,1,1,10,0.599,6.124,EF
173,2,2,10,1.49,15.245,EF
173,1,1,10,0.834,2.836,EF
173,2,2,8,2.444,8.18,EF
173,2,2,10,1.848,10.792,EF
173,2,2,10,0.363,6.229,EF
173,2,2,2,1.612,20.13,EF
173,1,1,10,0.411,4.946,EF
173,1,1,4,1.967,8.675,EF
173,1,1,10,0.58,5.347,EF
173,2,2,6,1.68,4.334,EF
173,2,2,0,0.742,8.957,EF
173,1,2,10,1.208,7.393,EF
173,1,1,10,1.442,2.203,EF
173,2,2,10,1.378,3.678,EF
173,1,1,0,2.746,7.028,EF
173,1,1,10,0.895,3.333,EF
173,2,2,10,1.008,2.826,EF
173,1,1,10,0.75,2.641,EF
173,2,2,6,2.066,3.595,EF
173,1,1,0,0.61,10.787,EF
173,1,1,0,1.337,4.736,EF
173,1,1,5,1.601,4.551,EF
173,1,2,0,1.55,1.907,VP
173,2,1,4,2.436,4.588,VP
173,1,1,6,1.48,1.36,VP
173,1,1,2,1.586,2.511,VP
173,2,2,2,1.457,2.019,VP
173,1,1,5,1.422,0.699,VP
173,2,2,0,0.462,2.199,VP
173,1,2,0,1.679,1.117,VP
173,1,1,5,1.25,1.345,VP
173,1,1,6,1.913,0.727,VP
173,2,1,6,1.106,1.053,VP
173,1,1,6,0.646,1.648,VP
173,2,2,5,1.166,1.024,VP
173,1,1,8,2.405,0.714,VP
173,1,1,5,1.64,0.767,VP
173,2,2,5,1.35,1.365,VP
173,2,2,0,0.531,2.646,VP
173,1,1,2,1.619,0.953,VP
173,2,1,2,1.315,0.979,VP
173,1,1,6,1.069,0.631,VP
173,2,2,5,0.886,1.19,VP
173,2,2,8,0.638,1.007,VP
173,2,2,8,0.65,1.012,VP
173,2,2,6,1.767,0.841,VP
173,2,2,6,0.754,0.67,VP
173,1,1,8,1.001,0.635,VP
173,1,1,8,0.654,0.766,VP
173,2,2,5,1.377,0.718,VP
173,2,1,5,0.995,1.204,VP
173,2,1,4,1.137,0.859,VP
173,2,1,8,1.139,0.621,VP
173,1,2,7,1.02,1.221,VP
173,1,2,7,0.649,0.835,VP
173,1,1,8,1.297,0.327,VP
173,2,1,6,2.328,0.667,VP
173,2,2,5,0.915,0.837,VP
173,2,2,7,0.626,0.678,VP
173,2,2,8,0.774,0.698,VP
173,2,2,5,0.839,1.224,VP
173,1,2,4,0.746,1.162,VP
173,2,2,0,1.14,7.397,EM
173,2,2,10,1.495,2.925,EM
173,2,2,5,0.969,2.618,EM
173,2,2,10,0.466,1.954,EM
173,2,2,10,0.288,2.159,EM
173,1,2,4,1.096,4.051,EM
173,2,2,10,0.316,1.755,EM
173,1,1,3,2.986,3.095,EM
173,1,1,10,0.457,3.393,EM
173,1,1,6,0.832,2.509,EM
173,1,1,10,0.562,2.478,EM
173,2,2,10,0.288,3.243,EM
173,2,2,5,0.976,2.643,EM
173,2,2,10,0.26,2.072,EM
173,1,1,5,0.362,3.161,EM
173,2,2,5,0.808,2.218,EM
173,2,1,5,0.81,2.287,EM
173,2,2,0,1.96,4.209,EM
173,2,2,6,1.287,3.2,EM
173,1,1,0,0.255,3.058,EM
173,2,2,0,1.183,2.883,EM
173,1,1,10,0.541,1.607,EM
173,2,2,5,1.002,4.095,EM
173,1,2,0,0.615,4.441,EM
173,1,1,10,0.528,2.334,EM
173,1,1,10,0.444,2.354,EM
173,1,2,0,0.61,3.77,EM
173,1,1,6,1.467,4.146,EM
173,2,2,5,0.914,2.52,EM
173,2,2,10,0.158,2.149,EM
173,1,1,10,0.481,2.535,EM
173,1,1,4,0.552,3.717,EM
173,1,2,5,0.615,2.833,EM
173,1,1,10,0.503,3.574,EM
173,1,1,5,1.531,4.154,EM
173,2,1,0,1.206,4.773,EM
173,2,2,5,0.7,2.405,EM
173,1,2,0,1.261,3.248,EM
173,2,2,6,1.601,1.826,EM
173,2,2,7,1.13,2.952,EM
173,2,2,0,0.976,3.492,SM
173,2,2,8,1.737,7.161,SM
173,1,2,8,0.979,6.587,SM
173,1,2,0,0.466,6.595,SM
173,2,2,7,1.276,3.263,SM
173,1,1,10,0.898,6.72,SM
173,2,1,6,1.571,4.437,SM
173,1,1,10,0.649,3.644,SM
173,1,2,0,0.531,4.087,SM
173,1,1,8,0.825,3.669,SM
173,2,2,10,0.277,2.839,SM
173,2,2,10,0.238,3.265,SM
173,1,1,6,1.25,5.812,SM
173,2,2,5,1.481,5.344,SM
173,1,1,5,1.983,4.917,SM
173,1,1,3,2.113,3.743,SM
173,2,2,3,1.449,5.851,SM
173,1,1,10,1.287,2.342,SM
173,1,1,10,0.513,2.443,SM
173,1,2,4,1.076,3.547,SM
173,2,2,10,1.112,2.376,SM
173,2,1,0,0.14,7.755,SM
173,1,1,7,1.933,3.981,SM
173,2,2,6,1.811,6.463,SM
173,2,2,8,1.599,3.866,SM
173,2,2,7,1.869,4.398,SM
173,2,2,8,0.984,9.226,SM
173,2,2,0,0.632,7.584,SM
173,2,2,8,0.548,3.206,SM
173,1,1,8,2.259,4.046,SM
173,1,1,2,2.136,5.959,SM
173,1,2,4,1.77,9.753,SM
173,1,1,10,0.886,2.474,SM
173,2,2,7,0.766,4.641,SM
173,2,2,10,0.838,3.199,SM
173,1,1,2,1.32,5.435,SM
173,1,1,7,2.199,3.65,SM
173,1,1,8,1.758,5.182,SM
173,1,1,7,2.005,3.255,SM
173,1,2,2,1.067,2.612,SM
174,2,2,4,8.387,53.546,EF
174,2,1,4,3.895,16.791,EF
174,2,2,5,2.584,8.534,EF
174,1,2,6,2.283,13.446,EF
174,2,2,7,5.06,10.188,EF
174,2,2,10,3.284,3.971,EF
174,1,1,10,3.407,7.258,EF
174,1,1,8,2.294,10.457,EF
174,1,1,10,5.646,6.274,EF
174,1,1,10,2.009,5.81,EF
174,1,1,5,2.477,10.606,EF
174,2,2,10,3.005,8.565,EF
174,2,2,10,1.811,5.545,EF
174,2,2,10,1.802,6.761,EF
174,1,1,5,1.814,22.199,EF
174,1,2,4,4.915,5.863,EF
174,1,1,10,1.835,9.538,EF
174,2,2,6,2.129,8.07,EF
174,1,1,10,1.658,5.628,EF
174,2,2,10,3.818,3.421,EF
174,2,2,10,1.501,5.206,EF
174,1,1,10,1.043,6.288,EF
174,2,2,10,0.983,5.883,EF
174,1,1,8,2.593,5.569,EF
174,1,1,7,2.012,15.624,EF
174,1,1,10,1.071,3.641,EF
174,1,1,10,1.721,7.352,EF
174,2,2,10,1.311,5.275,EF
174,2,2,10,0.93,8.936,EF
174,2,2,10,1.265,5.752,EF
174,1,1,10,0.741,3.397,EF
174,1,2,9,4.885,10.723,EF
174,2,2,10,1.058,4.453,EF
174,2,2,9,1.226,6.103,EF
174,2,2,10,2.577,3.785,EF
174,1,1,10,1.136,12.318,EF
174,1,1,9,1.751,9.766,EF
174,1,1,9,1.324,5.48,EF
174,1,1,10,1.483,8.479,EF
174,1,2,7,1.816,5.309,EF
174,1,1,4,2.697,4.569,VP
174,2,2,7,2.292,3.755,VP
174,2,2,8,1.95,1.724,VP
174,2,1,7,1.274,3.578,VP
174,2,2,9,1.903,1.317,VP
174,1,1,10,1.345,1.785,VP
174,1,1,10,1.429,1.415,VP
174,1,1,7,2.186,1.445,VP
174,2,2,7,4.172,1.305,VP
174,1,1,10,1.732,1.256,VP
174,1,1,10,1.255,1.334,VP
174,1,1,10,1.624,1.168,VP
174,2,2,10,1.059,1.329,VP
174,2,1,10,0.961,1.135,VP
174,2,2,9,3.984,1.201,VP
174,2,2,10,1.745,1.443,VP
174,2,2,10,6.215,1.857,VP
174,2,2,9,2.334,1.523,VP
174,1,2,10,1.85,1.21,VP
174,2,2,8,1.502,2.532,VP
174,1,1,5,1.73,1.977,VP
174,1,1,10,1.394,1.703,VP
174,2,2,8,1.602,1.386,VP
174,1,1,7,2.793,1.409,VP
174,1,2,7,3.131,1.413,VP
174,2,2,7,2.724,2.697,VP
174,2,2,10,1.144,1.434,VP
174,1,2,10,0.539,1.537,VP
174,1,1,10,0.463,1.616,VP
174,2,2,10,0.937,0.944,VP
174,2,2,10,0.663,1.175,VP
174,2,2,10,0.445,0.848,VP
174,2,1,10,1.127,1.291,VP
174,2,2,10,0.479,0.75,VP
174,1,2,10,0.429,0.831,VP
174,1,1,9,1.373,1.423,VP
174,2,2,10,0.477,1.381,VP
174,1,2,6,1.312,2.026,VP
174,2,2,9,4.313,1.402,VP
174,1,2,10,0.421,1.006,VP
174,2,2,10,2.037,4.689,EM
174,2,2,5,2.168,5.202,EM
174,2,2,10,0.714,3.928,EM
174,1,1,5,1.654,8.341,EM
174,1,1,6,1.598,5.716,EM
174,2,2,10,2.627,3.029,EM
174,1,1,10,1.283,3.562,EM
174,2,2,10,0.915,2.479,EM
174,2,2,10,0.655,6.133,EM
174,1,1,10,0.736,3.484,EM
174,2,2,10,0.553,2.818,EM
174,1,1,5,0.767,3.874,EM
174,2,2,6,1.178,5.536,EM
174,1,1,6,0.984,3.434,EM
174,2,2,10,0.522,2.736,EM
174,1,2,5,1.866,5.661,EM
174,2,2,6,1.935,3.775,EM
174,1,1,10,0.98,3.721,EM
174,2,1,7,1.039,5.108,EM
174,1,1,10,0.523,3.629,EM
174,1,1,7,1.819,4.254,EM
174,2,2,10,0.729,5.21,EM
174,1,1,10,0.703,3.275,EM
174,2,1,5,1.582,10.299,EM
174,1,2,10,0.44,2.926,EM
174,1,1,10,0.392,2.526,EM
174,2,1,10,0.759,4.992,EM
174,2,2,10,1.06,3.088,EM
174,2,2,10,0.814,3.457,EM
174,1,1,6,1.68,3.293,EM
174,2,2,10,0.572,2.188,EM
174,1,1,5,1.198,2.741,EM
174,1,1,10,0.534,2.773,EM
174,2,2,10,0.526,3.24,EM
174,2,2,10,0.553,2.56,EM
174,1,1,9,1.813,4.49,EM
174,2,2,5,0.913,5.652,EM
174,1,2,5,1.142,3.524,EM
174,1,2,5,2.151,6.575,EM
174,2,2,6,2.268,4.672,EM
174,1,1,5,1.21,7.653,SM
174,1,1,6,1.445,8.264,SM
174,1,1,7,1.356,22.322,SM
174,1,2,6,2.375,7.325,SM
174,2,2,7,1.605,9.815,SM
174,2,1,6,1.909,10.54,SM
174,1,2,8,1.823,4.583,SM
174,1,2,10,0.674,6.237,SM
174,2,1,5,1.297,6.094,SM
174,1,1,10,0.53,5.636,SM
174,1,1,10,0.668,6.964,SM
174,1,2,8,1.861,9.465,SM
174,2,2,6,2.691,4.595,SM
174,1,1,6,1.879,9.575,SM
174,1,1,5,1.532,8.971,SM
174,2,2,10,0.828,5.022,SM
174,2,2,7,1.136,4.259,SM
174,2,1,10,0.467,4.746,SM
174,1,2,7,0.899,5.904,SM
174,1,1,10,1,5.159,SM
174,2,2,7,1.466,4.911,SM
174,2,1,10,1.201,7.318,SM
174,2,1,5,0.834,6.152,SM
174,2,2,7,0.561,7.528,SM
174,1,1,6,0.923,9.146,SM
174,1,2,4,1.302,22.566,SM
174,2,2,7,0.767,4.45,SM
174,1,1,6,0.95,6.207,SM
174,1,1,7,1.179,6.303,SM
174,1,1,10,2.276,7.139,SM
174,2,2,10,1.09,16.328,SM
174,2,1,7,0.997,7.974,SM
174,2,2,7,0.715,8.421,SM
174,2,1,5,1.611,7.621,SM
174,2,1,5,1.72,9.434,SM
174,2,1,8,1.672,8.426,SM
174,1,1,10,0.613,5.956,SM
174,2,2,10,0.677,4.539,SM
174,1,2,9,2.056,12.969,SM
174,1,1,5,4.58,9.605,SM
175,1,1,10,3.39,7.066,EF
175,1,1,9,10.212,15.672,EF
175,1,1,10,4.502,6.624,EF
175,2,2,6,7.427,14.505,EF
175,2,2,10,2.704,9.834,EF
175,1,1,10,2.561,6.302,EF
175,2,2,10,1.835,7.061,EF
175,2,2,10,1.708,8.63,EF
175,1,1,10,1.53,4.328,EF
175,1,1,10,1.398,6.273,EF
175,2,2,10,1.352,11.959,EF
175,1,1,10,2.198,8.24,EF
175,2,2,10,1.439,2.517,EF
175,2,2,4,9.011,9.737,EF
175,2,2,10,1.753,4.027,EF
175,1,1,0,4.793,8.527,EF
175,2,2,10,1.306,4.528,EF
175,2,2,10,1.04,3.102,EF
175,1,1,10,0.785,14.369,EF
175,2,2,10,0.746,5.911,EF
175,2,2,10,0.64,3.867,EF
175,2,2,10,0.998,2.857,EF
175,1,1,10,1.44,3.535,EF
175,2,2,10,1.025,5.919,EF
175,1,1,10,0.672,3.351,EF
175,1,1,10,1.392,10.718,EF
175,1,1,10,0.77,5.987,EF
175,1,1,10,1.838,2.849,EF
175,1,1,10,0.692,5.971,EF
175,2,2,10,1.684,3.221,EF
175,1,1,10,0.804,12.804,EF
175,2,2,10,1.016,4.725,EF
175,1,1,10,0.584,10.076,EF
175,1,1,10,2.114,5.803,EF
175,2,2,10,0.785,9.485,EF
175,2,2,10,0.453,6.723,EF
175,1,1,5,2.146,4.586,EF
175,1,1,10,2.048,4.617,EF
175,2,2,10,1.113,5.193,EF
175,1,1,10,0.842,18.761,EF
175,1,1,10,13.519,13.383,SM
175,1,2,0,10.219,8.129,SM
175,2,2,0,2.129,15.969,SM
175,2,1,0,1.292,14.347,SM
175,2,1,1,5.317,14.439,SM
175,1,1,1,1.783,14.575,SM
175,2,2,9,1.215,11.151,SM
175,1,1,5,1.664,5.118,SM
175,2,2,9,1.789,3.981,SM
175,1,1,0,1.21,9.445,SM
175,2,2,0,2.172,10.714,SM
175,1,1,10,1.519,5.333,SM
175,1,2,0,1.626,10.961,SM
175,1,1,0,1.058,8.169,SM
175,2,2,9,1.694,8.599,SM
175,1,1,10,1.669,4.106,SM
175,1,1,10,1.032,3.842,SM
175,1,2,4,6.821,7.006,SM
175,2,1,0,1.448,5.476,SM
175,1,1,4,1.506,4.286,SM
175,2,2,9,1.369,19.861,SM
175,2,1,8,1.475,27.138,SM
175,2,2,10,1.212,3.464,SM
175,2,2,7,1.754,7.595,SM
175,2,2,10,1.049,6.627,SM
175,2,1,0,1.356,14.047,SM
175,2,2,5,3.109,21.956,SM
175,2,2,10,1.378,2.903,SM
175,1,1,10,1.105,6.602,SM
175,2,2,10,0.756,4.756,SM
175,2,2,10,0.683,4.613,SM
175,1,1,10,1.442,4.304,SM
175,1,1,0,1.016,7.527,SM
175,1,1,0,1.388,10.446,SM
175,1,2,0,0.577,12.019,SM
175,2,2,10,1.125,4.457,SM
175,1,1,9,1.461,12.423,SM
175,1,2,0,2.948,9.339,SM
175,1,1,0,2.955,10.062,SM
175,2,2,2,1.702,5.54,SM
175,1,1,10,3.91,4.441,EM
175,1,1,10,0.55,1.657,EM
175,1,1,10,0.58,1.455,EM
175,1,1,9,0.987,3.18,EM
175,1,1,9,1.485,2.498,EM
175,1,1,5,1.131,3.313,EM
175,1,1,10,1.662,2.765,EM
175,2,2,10,1.108,5.739,EM
175,1,1,5,3.903,5.383,EM
175,2,2,10,0.897,2.802,EM
175,1,1,5,3.234,4.236,EM
175,1,1,10,1.574,3.424,EM
175,2,2,10,0.531,2.822,EM
175,1,1,1,1.529,4.494,EM
175,1,2,4,1.607,2.859,EM
175,2,1,0,4.743,2.758,EM
175,2,2,0,1.281,2.536,EM
175,1,1,4,1.236,2.189,EM
175,1,1,10,0.794,2.978,EM
175,1,1,10,0.555,1.129,EM
175,2,2,7,1.807,2.1,EM
175,1,2,10,0.954,2.278,EM
175,2,2,1,1.057,7.586,EM
175,1,2,9,1.331,2.454,EM
175,1,2,10,0.297,2.861,EM
175,1,1,4,2.783,4.684,EM
175,2,2,10,0.279,2.591,EM
175,2,2,10,2.73,7.228,EM
175,2,2,10,0.366,5.148,EM
175,2,1,10,0.583,3.374,EM
175,2,1,5,1.655,4.975,EM
175,2,2,10,1.595,7.396,EM
175,1,1,10,0.406,2.907,EM
175,1,1,10,0.594,2.486,EM
175,2,1,5,1.713,2.601,EM
175,2,2,10,0.531,4.219,EM
175,2,2,5,0.536,3.325,EM
175,2,2,1,1.836,4.114,EM
175,1,1,10,1.015,1.858,EM
